dir,system,species,mtime,n_blocks,atoms_per_block,cells_per_block,g_band_eff,g_band_src,ne,wmax,fgrid,aux_dw,eta,eta_ir_floor,interaction_cutoff,lowmask,cmsub,kk_percent,arms,ballistic,outcome,iterations,last_residual,size_gb,bulk_gb,read_by_code,mentioned_in_docs,verdict,reasons
sifilm5s,si_film,Si,2026-08-03,5,2,1,3,date,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,timeout,54,0.0012363,0.0004,,phonon/scripts/figures/_extract_film_kappa.py;phonon/studies/_lead_balance_gain.py,,keep-referenced,cells_per_block=1;timeout
sifilm5s2,si_film,Si,2026-08-03,5,2,1,3,date,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,converged,57,0.00093941,1.5828,,,phonon/docs/production_beds.md;phonon/docs/run_audit_2026-08.md,superseded,cells_per_block=1
sifilm8b,si_film,Si,2026-08-03,8,2,1,1,env,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,yes,ballistic,,0.0,1.1427,,phonon/scripts/figures/_extract_film_kappa.py,,keep-referenced,gband=1;cells_per_block=1
sifilm8s,si_film,Si,2026-08-03,8,2,1,3,date,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,converged,51,0.00093319,4.0464,,phonon/scripts/figures/_extract_film_kappa.py;phonon/studies/_si_long_film_spatial_gate.py,phonon/docs/production_beds.md;phonon/docs/run_audit_2026-08.md;phonon/docs/untested_paths.md,keep-referenced,cells_per_block=1
sifilm_nk9r,si_film,Si,2026-08-02,3,2,1,2,date+clamp,121,15.0,window,0.0,0.0,0.0,10.0,,,,4,,crash,2,0.71084,0.3605,,phonon/scripts/figures/_extract_factor_audit.py;phonon/scripts/figures/_extract_film_kappa.py;phonon/scripts/figures/factor_audit.py;phonon/studies/_bubble_positivity.py;phonon/studies/_mixed_structure_review.py;phonon/studies/_mos2_dispersion_audit.py,phonon/docs/attic/spatial_truncation_derivation.md;phonon/docs/spatial_representation.md,keep-referenced,gband=2;cells_per_block=1;crash
sifix_and,si_film,Si,2026-08-09,3,2,1,,unknown,121,20.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0485,,,,analysis-only,no-solver-log
sifix_and2,si_film,Si,2026-08-09,3,2,1,2,date+clamp,2001,20.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,13,1.5139,0.0486,,,,superseded,gband=2;cells_per_block=1
sifix_mix,si_film,Si,2026-08-09,3,2,1,,unknown,121,20.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0485,,,,analysis-only,no-solver-log
sifix_mix2,si_film,Si,2026-08-09,3,2,1,2,date+clamp,2001,20.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,13,16.997,0.0486,,,,superseded,gband=2;cells_per_block=1
siladder,unknown,,2026-08-14,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.0016463,0.0218,,phonon/studies/engine/si_ladder.sh,phonon/docs/observations_2026-08-15.md;phonon/docs/pole_sector_observations.md;phonon/docs/report_removed.md,keep-referenced,no-solver-log
sir5b1,si_film,Si,2026-08-13,5,2,1,1,env,1001,15.0,window,0.0,0,0.0,10.0,,,,1,,incomplete,2,42.493,0.04,,,,superseded,gband=1;cells_per_block=1
sir5b2,si_film,Si,2026-08-13,5,2,1,1,env,1001,15.0,window,0.0,0,0.0,10.0,,,,1,,incomplete,2,42.493,0.0255,,,,superseded,gband=1;cells_per_block=1
sireblk,unknown,,2026-08-10,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
sireblk2,unknown,,2026-08-10,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
sireblk3,unknown,,2026-08-10,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
sires1001,si_film,Si,2026-08-09,3,2,1,2,date+clamp,1001,20.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,5,21.257,0.0243,,phonon/studies/_si_divergence.py,phonon/docs/pole_sector_observations.md,keep-referenced,gband=2;cells_per_block=1
sires2001,si_film,Si,2026-08-09,3,2,1,2,date+clamp,2001,20.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,5,552.89,0.0485,,,phonon/docs/pole_sector_observations.md,superseded,gband=2;cells_per_block=1
sires4001,si_film,Si,2026-08-09,3,2,1,2,date+clamp,4001,20.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,3,13180.0,0.0969,,,phonon/docs/pole_sector_observations.md;phonon/docs/report_removed.md,superseded,gband=2;cells_per_block=1
sires501,si_film,Si,2026-08-09,3,2,1,2,date+clamp,501,20.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,5,0.77338,0.0122,,phonon/studies/_si_divergence.py,phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md,keep-referenced,gband=2;cells_per_block=1
sires8001,si_film,Si,2026-08-09,3,2,1,2,date+clamp,8001,20.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,3,166400.0,0.1936,,,phonon/docs/pole_sector_observations.md,superseded,gband=2;cells_per_block=1
smoke-s1,mos2_film,Mo+S,2026-08-03,3,6,1,2,date+clamp,264,16.0,file,0.02,0.0,0.0,10.0,,,,1,,incomplete,2,14.75,0.0056,,,,superseded,gband=2;cells_per_block=1;h6-cutoff=10
smoke-s2,unknown,,2026-08-03,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,,,,analysis-only,no-solver-log
smoke-s2b,unknown,,2026-08-03,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,,,,analysis-only,no-solver-log
speccoarse,si_film,Si,2026-08-14,2,4,2,1,date+clamp,141,35.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,4,0.9326,0.0044,,,phonon/docs/pole_sector_observations.md;phonon/docs/report_removed.md;phonon/docs/run_audit_2026-08.md;phonon/docs/untested_paths.md,superseded,gband=1
srcoarse,si_film,Si,2026-08-14,2,4,2,1,date+clamp,141,35.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,4,,0.0044,,,phonon/docs/pole_sector_observations.md;phonon/docs/report_removed.md;phonon/docs/run_audit_2026-08.md;phonon/docs/untested_paths.md,superseded,gband=1
tapL6,mos2_film,Mo+S,2026-08-09,2,18,3,,unknown,15001,16.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0,,,,analysis-only,no-solver-log
tapL6b,mos2_film,Mo+S,2026-08-09,2,18,3,1,date+clamp,4001,16.0,window,0.0,0.0,0.0,25.0,,,,1,,incomplete,3,9837.0,0.1634,,,,superseded,gband=1
tapT12,mos2_film,Mo+S,2026-08-09,2,6,1,1,date+clamp,15001,16.0,window,0.0,0.0,0.0,12.0,,,,1,,crash,,,0.1092,,,,superseded,gband=1;cells_per_block=1;h6-cutoff=12;crash
tapT12b,mos2_film,Mo+S,2026-08-09,2,6,1,1,date+clamp,15001,16.0,window,0.0,0.0,0.0,12.0,,,,1,,incomplete,3,37390000.0,0.2103,,,phonon/docs/report_removed.md,superseded,gband=1;cells_per_block=1;h6-cutoff=12
tapT30,mos2_film,Mo+S,2026-08-09,2,6,1,1,date+clamp,15001,16.0,window,0.0,0.0,0.0,30.0,,,,1,,crash,,,0.1092,,,,superseded,gband=1;cells_per_block=1;crash
tapT30b,mos2_film,Mo+S,2026-08-09,2,6,1,1,date+clamp,15001,16.0,window,0.0,0.0,0.0,30.0,,,,1,,incomplete,3,1758000.0,0.2103,,,,superseded,gband=1;cells_per_block=1
