dir,system,species,mtime,n_blocks,atoms_per_block,cells_per_block,g_band_eff,g_band_src,ne,wmax,fgrid,aux_dw,eta,eta_ir_floor,interaction_cutoff,lowmask,cmsub,kk_percent,arms,ballistic,outcome,iterations,last_residual,size_gb,bulk_gb,read_by_code,mentioned_in_docs,verdict,reasons
sifilm-L10/r128,si_film,Si,2026-07-13,10,,,1,date,121,15.0,,,0.4,0.0,10.0,,,,,,no-solver-log,,,0.0,0.0,phonon/scripts/verify/_extract_decomposed_sse.py,,keep-referenced,no-solver-log
sifilm-L10/r16,si_film,Si,2026-07-13,10,,,1,date,121,15.0,,,0.4,0.0,10.0,,,,,,no-solver-log,,,0.0098,0.0,phonon/scripts/verify/_extract_decomposed_sse.py,,keep-referenced,no-solver-log
sifilm-L10/r32,si_film,Si,2026-07-13,10,,,1,date,121,15.0,,,0.4,0.0,10.0,,,,,,no-solver-log,,,0.0098,0.0,phonon/scripts/verify/_extract_decomposed_sse.py,,keep-referenced,no-solver-log
sifilm-L10/r64,si_film,Si,2026-07-13,10,,,1,date,121,15.0,,,0.4,0.0,10.0,,,,,,no-solver-log,,,0.0098,0.0,phonon/scripts/verify/_extract_decomposed_sse.py,,keep-referenced,no-solver-log
sifilm-L10/r8,si_film,Si,2026-07-13,10,,,1,date,121,15.0,,,0.4,0.0,10.0,,,,,,no-solver-log,,,0.0098,0.0,phonon/scripts/verify/_extract_decomposed_sse.py,,keep-referenced,no-solver-log
sifilm-L10-geom,si_film,,2026-07-12,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0,0.0,phonon/scripts/figures/decomposed_sse_compression.py;phonon/scripts/verify/_extract_decomposed_sse.py,PLOTS.md,keep-referenced,no-solver-log
sifilm-L10-sweep,si_film,Si,2026-07-13,10,,,1,date,121,15.0,,,0.4,0.0,10.0,,,,5,,converged,24,0.069526,0.0004,0.0,phonon/scripts/verify/_extract_decomposed_sse.py,phonon/docs/run_audit_2026-08.md,keep-referenced,finite-eta=0.4;gband=1;cells_per_block=unknown
sifilm12x3,si_film,Si,2026-08-27,4,6,3,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0031,0.0,,phonon/docs/mixed_representation_strategy.md,no-log-inputs,no-solver-log
sifilm3b,si_film,Si,2026-08-03,3,2,1,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,yes,ballistic,,,0.0029,0.0,phonon/scripts/figures/_extract_film_kappa.py,,keep-referenced,no-solver-log
sifilm3q13b,si_film,Si,2026-08-05,3,2,1,2,date+clamp,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,yes,ballistic,,0.0,0.0061,0.0,phonon/scripts/figures/_extract_film_kappa.py,,keep-referenced,gband=2;cells_per_block=1
sifilm3s,si_film,Si,2026-08-03,3,2,1,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0031,0.0,phonon/scripts/figures/_extract_film_kappa.py;phonon/studies/_lead_balance_gain.py,,keep-referenced,no-solver-log
sifilm5b,si_film,Si,2026-08-03,5,2,1,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,yes,ballistic,,,0.0048,0.0,phonon/scripts/figures/_extract_film_kappa.py,phonon/docs/bubble_positivity.md,keep-referenced,no-solver-log
sifilm5s,si_film,Si,2026-08-03,5,2,1,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0051,0.0,phonon/scripts/figures/_extract_film_kappa.py;phonon/studies/_lead_balance_gain.py,,keep-referenced,no-solver-log
sifilm8b,si_film,Si,2026-08-03,8,2,1,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,yes,ballistic,,,0.0077,0.0,phonon/scripts/figures/_extract_film_kappa.py,,keep-referenced,no-solver-log
sifilm8s,si_film,Si,2026-08-03,8,2,1,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.008,0.0,phonon/scripts/figures/_extract_film_kappa.py;phonon/studies/_si_long_film_spatial_gate.py,phonon/docs/production_beds.md;phonon/docs/run_audit_2026-08.md;phonon/docs/untested_paths.md,keep-referenced,no-solver-log
sifilm8x2/out,si_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_nonuniform_production_review.py;phonon/studies/_prepare_nonuniform_production.py,phonon/docs/production_beds.md;phonon/docs/untested_paths.md,keep-referenced,no-solver-log
sifilm_nk9r/out,si_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/scripts/figures/_extract_factor_audit.py;phonon/scripts/figures/_extract_film_kappa.py;phonon/scripts/figures/factor_audit.py;phonon/studies/_bubble_positivity.py;phonon/studies/_mixed_structure_review.py;phonon/studies/_mos2_dispersion_audit.py,phonon/docs/attic/spatial_truncation_derivation.md;phonon/docs/spatial_representation.md,keep-referenced,no-solver-log
sifilmdecomp,si_film,,2026-08-03,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,0.0,phonon/scripts/figures/_extract_factor_audit.py;phonon/scripts/figures/factor_audit.py,,keep-referenced,no-solver-log
sires1001/out,si_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_si_divergence.py,phonon/docs/pole_sector_observations.md,keep-referenced,no-solver-log
sires501/out,si_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_si_divergence.py,phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md,keep-referenced,no-solver-log
snapshots/bulk_si,unknown,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/scripts/figures/static_se_figs.py;phonon/scripts/verify/_static_se_sweep.sh;phonon/scripts/verify/first_born_tadpole.py;phonon/scripts/verify/static_se_analysis.py;slides/plot_static_se_replot.py,MISSING.md;PLOTS.md,keep-referenced,no-solver-log
spatial-d8-l16b,unknown,,2026-08-28,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.3341,0.0,,phonon/docs/conserving_long_range_tail.md;phonon/docs/phph_acceleration_review.md,no-log-outputs,no-solver-log
sprb-si3arm,unknown,,2026-08-27,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,0.0,,,no-log-outputs,no-solver-log
sptail-chain,unknown,,2026-08-27,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0084,0.0,,,no-log-outputs,no-solver-log
sptail-si16b,unknown,,2026-08-27,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.2639,0.0,,,no-log-outputs,no-solver-log
sptail-t20,unknown,,2026-08-27,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,0.0,,,no-log-outputs,no-solver-log
sptail-t20b,unknown,,2026-08-27,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,0.0,,,no-log-outputs,no-solver-log
sptail-t20d,unknown,,2026-08-27,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,0.0,,,no-log-outputs,no-solver-log
srk-d2,unknown,,2026-08-28,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0389,0.0,,phonon/docs/conserving_long_range_tail.md,no-log-outputs,no-solver-log
srk-d4,unknown,,2026-08-28,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.1039,0.0,,,no-log-outputs,no-solver-log
srk-d6,unknown,,2026-08-29,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.2535,0.0,,,no-log-outputs,no-solver-log
srk-flat,unknown,,2026-08-28,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0876,0.0,,,no-log-outputs,no-solver-log
srk-n32,unknown,,2026-08-27,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0215,0.0,,,no-log-outputs,no-solver-log
srtio3_decomp/decomposition,srtio3,,2026-06-11,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0002,0.0,,,analysis-only,no-solver-log
tortin-si-big-reap/fit,unknown,,2026-06-02,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0052,0.0,,phonon/docs/phph_acceleration_review.md,analysis-only,no-solver-log
tortin-si-big-reap/reap,unknown,,2026-06-02,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0093,0.0,,phonon/docs/phph_acceleration_review.md,analysis-only,no-solver-log
tortin3-tmp/bulk_si_T100_full,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0029,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/bulk_si_T100_looponly,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0029,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/bulk_si_T300_full,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0029,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/bulk_si_T300_looponly,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0029,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/bulk_si_T600_full,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0029,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/bulk_si_T600_looponly,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0029,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/cnt_fc4,unknown,,2026-06-10,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0002,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/cons,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0002,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/fc3_variants,unknown,,2026-06-10,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0025,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/se_study,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.4791,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/si_big_fc4,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0122,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/si_big_scp_val,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0019,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/si_scp_asr,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0019,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/si_scp_ctrl_T100,unknown,,2026-06-10,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0019,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/si_scp_ctrl_T300,unknown,,2026-06-10,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0019,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/si_scp_ctrl_T600,unknown,,2026-06-10,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0019,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/si_scp_fixed,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0019,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/si_scp_full,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0019,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/si_scp_loop,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0019,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/spectral_se,unknown,,2026-06-10,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.4789,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
tortin3-tmp/srtio3_scp_T300,unknown,,2026-06-10,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0002,0.0,slides/plot_anh_selfenergy.py;slides/plot_linewidth_vs_phono3py.py;slides/plot_srtio3_transport.py;slides/plot_static_se_replot.py,,keep-referenced,no-solver-log
